timestamp,model,service,prompt,status,tests_run,failures,errors,passed,pass_rate,notes
2026-04-25 16:10,demo,watchlist,smoke,BUILD_FAILURE,0,0,0,0,0%,[ERROR]  [ERROR] To see the full stack trace of the errors; re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. 
2026-04-25 16:10,demo,watchlist,smoke,BUILD_FAILURE,0,0,0,0,0%,[ERROR]  [ERROR] To see the full stack trace of the errors; re-run Maven with the -e switch. [ERROR] Re-run Maven using the -X switch to enable full debug logging. 
